key_resp.corr,trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,47,46,up,0.005,db,0.05054986549438268,0.015041599981486797,138.3134211001452,138.3134211001452,138.61327570001595,0,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,48,47,up,0.005,db,0.05057897271299493,0.0153869001660496,140.72994170011953,140.72994170011953,141.0297203999944,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,49,48,up,0.005,db,0.05057897271299493,0.014602000126615167,143.1299637001939,143.1299637001939,143.42966020014137,0,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,50,49,up,0.005,db,0.050608096691892625,0.015387000050395727,145.59644330013543,145.59644330013543,145.89625150011852,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,51,50,up,0.005,db,0.050608096691892625,0.014890999998897314,148.11314840009436,148.11314840009436,148.41283190017566,0,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,52,51,up,0.005,db,0.05063723744072655,0.015249700052663684,150.5630537001416,150.5630537001416,150.86270120018162,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,53,52,up,0.005,db,0.05063723744072655,0.01535529992543161,152.99631070019677,152.99631070019677,153.29587620007806,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,54,53,up,0.005,db,0.05063723744072655,0.015169000020250678,155.529424500186,155.529424500186,155.82926180004142,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,55,54,down,0.005,db,0.050608096691892625,0.014984300127252936,157.89601960009895,157.89601960009895,158.19587750011124,0,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1.0,0.0,0,56,55,up,0.005,db,0.05063723744072655,0.015028599882498384,160.27921449998394,160.27921449998394,160.57900820020586,1,152854,001,2022-09-07_22h30.04.451,HILONISHAH _AU2020158,2022.2.2,59.86833758094873,
